EID,WSBR,WSENDBR,BSBR,BSENDBR,COUNTBR,ENDBR
310389,1,,,,1,
310392,1,,,,1,
310397,1,,1,1,2,1
310436,1,1,,,1,1
310456,,,1,,1,
310479,1,1,,,1,1
310484,1,1,,,1,1
310501,3,1,,,3,1
310509,182,14,36,2,218,16
310512,1,1,,,1,1
310518,1,1,,,1,1
310527,,,1,,1,
310540,,,1,,1,
310565,13,9,1,1,14,10
310579,,,1,,1,
310656,1,,,,1,
310670,,,1,1,1,1
310717,4,1,,,4,1
310718,,,1,,1,
310751,,,1,,1,
310784,,,1,1,1,1
310891,1,1,,,1,1
310899,1,,,,1,
310937,,,3,3,3,3
310938,,,1,1,1,1
310945,1,1,,,1,1
310984,,,1,,1,
310990,,,8,5,8,5
311077,,,1,,1,
311092,,,1,1,1,1
311093,,,1,,1,
311121,,,1,1,1,1
311146,2,2,1,,3,2
311157,,,4,1,4,1
311164,1,1,,,1,1
311182,,,1,,1,
311203,,,2,1,2,1
311211,1,1,,,1,1
311216,1,,2,1,3,1
311267,2,1,,,2,1
311295,,,1,1,1,1
311338,1,,,,1,
311434,,,1,,1,
311443,1,,1,,2,
311458,,,2,,2,
311459,1,1,,,1,1
311468,1,1,,,1,1
311502,1,,1,1,2,1
311506,1,,,,1,
311518,,,1,,1,
311588,,,1,,1,
311593,1,1,2,1,3,2
311608,1,,,,1,
311636,1,,,,1,
311639,,,1,1,1,1
311712,,,1,1,1,1
311745,,,1,,1,
311759,4,4,3,3,7,7
311770,1,1,,,1,1
311826,,,1,,1,
311868,,,3,3,3,3
311874,1,1,,,1,1
311931,,,1,,1,
311939,3,3,,,3,3
311961,2,2,,,2,2
311971,1,1,,,1,1
312014,,,1,1,1,1
312099,,,1,1,1,1
312112,1,1,,,1,1
312117,,,1,1,1,1
312136,,,2,1,2,1
312157,,,1,1,1,1
312166,3,,,,3,
312169,,,1,1,1,1
312192,2,1,,,2,1
312193,,,4,4,4,4
312215,1,,,,1,
312298,,,1,,1,
312325,1,,,,1,
312338,,,1,,1,
312366,,,2,1,2,1
312407,,,1,,1,
312436,,,2,1,2,1
312456,,,1,,1,
312458,,,1,,1,
312510,,,1,1,1,1
312550,,,1,1,1,1
312622,,,1,1,1,1
312628,,,1,1,1,1
312651,,,1,1,1,1
312652,,,1,,1,
312674,,,1,1,1,1
312852,,,1,1,1,1
312886,1,,,,1,
312917,2,,,,2,
313044,,,1,1,1,1
313071,,,4,2,4,2
313075,1,1,,,1,1
313094,,,1,1,1,1
313130,,,1,,1,
313135,,,4,4,4,4
313186,,,1,,1,
313221,,,1,,1,
313230,1,,,,1,
313280,,,1,,1,
313301,,,1,,1,
313312,2,1,1,1,3,2
313320,1,1,,,1,1
313333,,,26,26,26,26
313413,,,1,,1,
313434,5,,,,5,
313474,,,1,1,1,1
313478,,,1,,1,
313532,,,2,,2,
313604,,,1,,1,
313606,,,2,,2,
313628,,,1,,1,
313644,5,3,4,4,9,7
313682,1,1,,,1,1
313702,,,2,1,2,1
313780,,,6,4,6,4
313796,,,1,,1,
313815,,,1,1,1,1
313874,1,,,,1,
313880,2,,,,2,
313940,1,1,1,1,2,2
314022,,,1,,1,
314025,1,,,,1,
314076,1,,,,1,
314082,2,,,,2,
314117,,,1,1,1,1
314123,,,1,,1,
314130,,,3,2,3,2
314143,,,1,,1,
314154,1,1,,,1,1
314173,1,,,,1,
314187,,,1,1,1,1
314217,1,,,,1,
314227,,,1,1,1,1
314235,,,1,,1,
314251,1,,,,1,
314256,6,4,4,1,10,5
314286,1,,,,1,
314306,,,5,4,5,4
314338,2,,1,,3,
314388,,,1,1,1,1
314413,,,1,,1,
314433,,,2,,2,
314440,1,,,,1,
314476,1,,,,1,
314482,,,1,1,1,1
314504,,,1,,1,
314526,1,,,,1,
314603,1,1,,,1,1
314625,,,1,1,1,1
314650,1,1,,,1,1
314668,,,1,1,1,1
314673,2,1,,,2,1
314710,6,2,,,6,2
314787,,,1,,1,
314830,1,,,,1,
314845,,,2,2,2,2
314908,3,,,,3,
314934,,,2,2,2,2
314968,,,2,1,2,1
315045,,,1,,1,
315054,,,1,,1,
315073,,,1,,1,
315081,,,1,1,1,1
315185,,,1,1,1,1
315193,,,1,,1,
315267,,,2,2,2,2
315275,,,2,1,2,1
315282,1,,,,1,
315299,,,1,1,1,1
315364,1,1,,,1,1
315367,,,1,,1,
315374,1,,,,1,
315451,,,1,1,1,1
315453,1,1,,,1,1
315480,1,1,,,1,1
315512,,,1,1,1,1
315528,1,,,,1,
315534,1,,1,1,2,1
315555,5,2,,,5,2
315612,,,2,1,2,1
315666,1,1,,,1,1
315681,,,1,1,1,1
315727,1,,,,1,
315791,1,1,,,1,1
315856,,,1,,1,
315892,,,1,,1,
315895,,,1,,1,
315900,,,1,1,1,1
315901,2,,,,2,
315925,1,1,,,1,1
315978,1,,,,1,
316000,,,1,,1,
316011,,,1,,1,
316024,1,1,,,1,1
316025,,,2,1,2,1
316039,,,1,1,1,1
316047,,,7,2,7,2
316067,,,2,,2,
316104,1,1,,,1,1
316109,,,1,1,1,1
316140,,,2,2,2,2
316146,1,,5,3,6,3
316153,,,1,1,1,1
316224,1,1,,,1,1
316227,,,1,1,1,1
316239,1,,,,1,
316271,3,,,,3,
316289,,,1,1,1,1
316302,1,1,,,1,1
316397,1,,,,1,
316416,,,1,1,1,1
316464,2,,,,2,
316500,,,1,,1,
316503,,,1,1,1,1
316524,,,1,1,1,1
316526,6,4,,,6,4
316534,1,,,,1,
316538,1,1,2,,3,1
316596,,,5,1,5,1
316602,4,3,,,4,3
316673,,,1,,1,
316714,,,1,1,1,1
316732,1,1,,,1,1
316791,1,1,,,1,1
316858,,,3,,3,
316878,,,1,,1,
316965,,,1,,1,
317038,,,2,,2,
317053,1,,,,1,
317059,,,1,1,1,1
317083,,,1,,1,
317113,,,3,2,3,2
317141,1,,,,1,
317142,,,7,6,7,6
317212,1,,,,1,
317242,1,1,,,1,1
317244,,,2,2,2,2
317281,,,2,,2,
317302,,,1,1,1,1
317350,,,4,,4,
317380,20,10,,,20,10
317391,1,1,,,1,1
317397,,,1,,1,
317416,6,1,,,6,1
317428,1,1,,,1,1
317443,,,1,,1,
317449,,,1,1,1,1
317463,,,1,,1,
317494,,,2,,2,
317509,,,1,1,1,1
317550,,,1,1,1,1
317565,,,1,1,1,1
317583,,,3,2,3,2
317611,1,,,,1,
317651,1,1,,,1,1
317659,1,,,,1,
317665,17,8,1,1,18,9
317670,1,,,,1,
317718,,,1,1,1,1
317740,,,1,,1,
317767,,,1,,1,
317771,,,2,2,2,2
317827,,,1,,1,
317828,,,1,1,1,1
317845,,,1,,1,
317858,,,1,1,1,1
317887,,,2,1,2,1
317901,,,1,1,1,1
317955,,,2,1,2,1
317958,,,2,2,2,2
317976,2,2,1,,3,2
318018,,,1,,1,
318041,,,1,1,1,1
318080,1,,,,1,
318104,1,,,,1,
318109,,,3,,3,
318116,,,1,1,1,1
318120,1,,1,,2,
318144,1,1,,,1,1
318146,,,1,1,1,1
318202,1,,,,1,
318208,1,,,,1,
318214,,,1,1,1,1
318241,,,1,1,1,1
318258,,,2,,2,
318293,,,1,1,1,1
318313,1,,,,1,
318390,1,,,,1,
318406,,,1,,1,
318453,,,6,6,6,6
318461,,,1,,1,
318528,1,,,,1,
318539,,,1,,1,
318558,,,1,,1,
318559,1,,,,1,
318574,4,4,,,4,4
318580,,,1,,1,
318595,1,1,,,1,1
318611,1,1,,,1,1
318630,,,1,1,1,1
318654,,,1,1,1,1
318732,,,2,,2,
318741,,,1,1,1,1
318742,,,1,1,1,1
318796,,,1,,1,
318826,,,3,3,3,3
318840,,,1,1,1,1
318898,,,1,1,1,1
318914,,,1,1,1,1
318941,1,1,,,1,1
318973,,,2,2,2,2
318990,1,,,,1,
319029,,,1,1,1,1
319074,,,1,,1,
319140,2,2,,,2,2
319160,2,1,,,2,1
319176,,,1,1,1,1
319190,,,1,,1,
319205,,,1,1,1,1
319211,,,1,,1,
319233,1,,,,1,
319234,6,2,,,6,2
319268,2,2,,,2,2
319270,,,3,3,3,3
319276,,,1,,1,
319303,,,1,,1,
319419,1,1,,,1,1
319510,,,1,1,1,1
319584,1,,,,1,
319632,1,1,,,1,1
319649,,,1,,1,
319672,1,,,,1,
319710,1,1,,,1,1
319711,,,1,,1,
319747,,,3,,3,
319755,,,1,1,1,1
319768,,,1,1,1,1
319808,,,1,,1,
319818,1,1,,,1,1
319872,1,1,,,1,1
319924,1,1,,,1,1
319925,,,1,,1,
319975,,,1,,1,
320016,,,1,1,1,1
320020,4,3,,,4,3
320062,,,1,,1,
320063,,,1,,1,
320093,,,2,2,2,2
320235,,,1,,1,
320261,,,1,1,1,1
320297,1,1,,,1,1
320381,1,,1,,2,
320417,,,1,1,1,1
320433,,,2,1,2,1
320482,,,1,,1,
320512,,,1,,1,
320513,2,,1,,3,
320527,,,1,1,1,1
320562,,,1,,1,
320574,1,1,,,1,1
320695,1,1,,,1,1
320703,,,2,,2,
320781,1,1,,,1,1
320788,1,1,,,1,1
320792,,,1,,1,
320835,,,1,1,1,1
320887,1,1,,,1,1
320894,1,,,,1,
320899,1,1,,,1,1
320925,2,,5,3,7,3
320946,2,,,,2,
320948,1,1,,,1,1
320971,1,,,,1,
321017,,,1,1,1,1
321051,,,2,2,2,2
321061,,,1,,1,
321081,,,1,,1,
321155,,,2,1,2,1
321168,,,1,1,1,1
321180,,,1,1,1,1
321184,2,1,,,2,1
321224,3,1,1,,4,1
321228,1,1,8,,9,1
321248,,,1,1,1,1
321266,,,1,,1,
321281,,,1,1,1,1
321303,6,1,3,1,9,2
321313,,,1,1,1,1
321314,,,1,,1,
321316,,,2,,2,
321362,,,1,,1,
321372,,,1,,1,
321391,,,1,1,1,1
321394,2,,,,2,
321418,,,1,,1,
321553,6,5,4,2,10,7
321561,11,1,,,11,1
321594,2,2,1,,3,2
321671,,,1,1,1,1
321695,,,2,2,2,2
321717,,,2,,2,
321744,,,1,1,1,1
321760,,,1,1,1,1
321786,1,,,,1,
321874,,,1,1,1,1
321951,,,2,1,2,1
321987,,,1,,1,
322000,,,1,,1,
322016,,,1,,1,
322036,,,2,,2,
322106,1,,,,1,
322129,,,1,1,1,1
322143,,,2,2,2,2
322146,3,3,,,3,3
322152,,,8,,8,
322191,7,,1,,8,
322236,,,3,1,3,1
322254,1,1,,,1,1
322304,1,,,,1,
322335,,,1,,1,
322419,,,1,,1,
322441,,,1,,1,
322480,2,1,,,2,1
322495,,,1,,1,
322511,1,1,,,1,1
322547,,,1,,1,
322566,,,1,1,1,1
322604,,,1,1,1,1
322611,,,3,2,3,2
322632,,,1,,1,
322682,,,1,1,1,1
322739,,,1,1,1,1
322771,1,1,1,1,2,2
322775,,,3,2,3,2
322843,7,3,,,7,3
322859,,,1,1,1,1
322941,3,,4,,7,
322971,,,1,,1,
322998,5,4,,,5,4
323027,,,1,,1,
323031,,,1,1,1,1
323184,29,7,,,29,7
323202,,,1,1,1,1
323208,,,1,1,1,1
323213,,,1,,1,
323219,,,1,,1,
323223,,,11,10,11,10
323247,,,1,,1,
323248,,,6,5,6,5
323276,1,,,,1,
323304,,,1,,1,
323306,,,1,1,1,1
323322,,,1,1,1,1
323338,,,1,,1,
323366,,,1,,1,
323367,,,5,2,5,2
323382,1,,,,1,
323408,,,1,,1,
323503,,,1,,1,
323517,1,1,,,1,1
323533,,,2,2,2,2
323537,1,,,,1,
323542,,,1,,1,
323567,,,1,1,1,1
323600,,,2,,2,
323629,,,1,1,1,1
323661,1,,1,1,2,1
323719,,,1,1,1,1
323780,,,1,,1,
323785,1,,,,1,
323815,45,,1,,46,
323824,1,1,,,1,1
323838,11,,,,11,
323847,,,1,,1,
323886,1,,,,1,
323898,,,1,,1,
323901,1,1,,,1,1
323911,,,1,,1,
323971,,,2,,2,
324055,1,1,,,1,1
324104,,,1,1,1,1
324160,2,1,,,2,1
324186,,,2,,2,
324262,2,,1,,3,
324265,,,1,,1,
324287,,,39,17,39,17
324345,,,3,3,3,3
324351,,,1,,1,
324409,1,,2,,3,
324545,,,3,2,3,2
324564,1,1,,,1,1
324571,3,1,,,3,1
324600,,,2,1,2,1
324625,2,,,,2,
324628,,,1,,1,
324654,,,1,,1,
324685,,,1,,1,
324692,,,1,,1,
324760,,,3,,3,
324771,,,1,1,1,1
324807,9,2,8,8,17,10
324850,,,1,,1,
324885,3,2,1,,4,2
324890,,,1,,1,
324901,,,1,,1,
324916,2,,,,2,
324930,1,1,1,,2,1
324960,1,1,1,1,2,2
324980,1,1,,,1,1
325006,,,1,,1,
325020,1,1,,,1,1
325034,5,4,1,1,6,5
325044,1,,,,1,
325050,1,,,,1,
325103,3,3,1,,4,3
325141,,,1,1,1,1
325148,7,7,,,7,7
325167,,,1,,1,
325192,,,2,2,2,2
325193,,,1,1,1,1
325281,,,1,1,1,1
325371,,,1,,1,
325440,,,1,,1,
325441,,,1,,1,
325450,1,,,,1,
325472,1,1,,,1,1
325484,2,,,,2,
325487,1,,,,1,
325510,,,2,2,2,2
325528,,,1,,1,
325534,,,1,1,1,1
325536,20,11,42,19,62,30
325579,3,2,2,,5,2
325676,,,1,1,1,1
325679,,,1,,1,
325732,,,2,2,2,2
325764,,,3,,3,
325782,5,3,1,,6,3
325793,,,1,1,1,1
325834,1,1,,,1,1
325857,1,,,,1,
325893,1,1,,,1,1
325941,,,2,,2,
325946,2,,,,2,
325988,,,1,,1,
326022,2,,1,,3,
326145,,,1,,1,
326155,,,1,1,1,1
326161,4,1,,,4,1
326214,1,1,,,1,1
326267,10,4,,,10,4
326270,,,1,,1,
326284,,,1,1,1,1
326290,1,1,,,1,1
326360,4,1,,,4,1
326374,4,4,,,4,4
326378,1,,,,1,
326398,2,,,,2,
326411,,,1,,1,
326492,,,1,1,1,1
326553,65,7,35,12,100,19
326577,1,,1,,2,
326591,,,1,1,1,1
326628,,,1,1,1,1
326653,1,1,,,1,1
326672,2,1,,,2,1
326714,,,2,1,2,1
326739,,,1,,1,
326750,,,1,,1,
326809,,,1,,1,
326842,,,1,1,1,1
326863,2,2,,,2,2
326878,,,1,,1,
326885,3,1,,,3,1
326894,,,1,,1,
326927,,,1,,1,
326983,1,1,,,1,1
326994,1,,,,1,
327011,,,1,1,1,1
327012,,,1,1,1,1
327018,,,1,1,1,1
327039,17,,2,,19,
327066,1,,,,1,
327073,1,,,,1,
327094,1,,,,1,
327099,1,,,,1,
327114,,,4,1,4,1
327144,,,1,1,1,1
327158,2,,,,2,
327173,1,,,,1,
327189,,,1,,1,
327201,,,1,,1,
327232,,,1,,1,
327265,3,1,,,3,1
327280,,,1,,1,
327321,1,,,,1,
327362,1,1,,,1,1
327378,,,3,3,3,3
327399,1,,,,1,
327508,,,3,3,3,3
327539,,,1,1,1,1
327579,,,1,,1,
327591,,,3,3,3,3
327610,,,1,,1,
327650,,,1,,1,
327652,,,1,,1,
327660,1,,,,1,
327669,,,1,1,1,1
327677,,,1,,1,
327704,6,3,,,6,3
327708,,,1,1,1,1
327744,1,1,,,1,1
327760,,,2,,2,
327777,,,13,12,13,12
327780,,,1,,1,
327804,,,1,,1,
327816,1,1,,,1,1
327826,,,1,,1,
327895,,,1,1,1,1
327908,4,1,,,4,1
327918,,,3,1,3,1
327941,1,1,,,1,1
328088,1,,,,1,
328135,1,1,,,1,1
328145,1,,,,1,
328160,,,1,1,1,1
328167,1,,1,1,2,1
328187,1,,,,1,
328210,1,,,,1,
328233,2,1,,,2,1
328241,,,1,,1,
328249,,,4,1,4,1
328260,,,1,,1,
328262,,,2,,2,
328304,1,,4,1,5,1
328341,,,1,,1,
328381,,,2,2,2,2
328405,,,3,1,3,1
328427,,,3,3,3,3
328459,6,2,,,6,2
328461,1,1,,,1,1
328478,,,1,1,1,1
328521,,,1,1,1,1
328532,,,1,1,1,1
328577,,,1,1,1,1
328584,1,,,,1,
328587,2,2,1,,3,2
328666,1,1,,,1,1
328681,,,1,1,1,1
328745,,,1,1,1,1
328766,7,,,,7,
328774,,,3,3,3,3
328792,,,1,1,1,1
328870,,,8,7,8,7
328901,,,1,,1,
328920,1,1,,,1,1
328940,1,1,,,1,1
328946,,,2,2,2,2
328956,4,2,,,4,2
328961,,,1,,1,
328974,,,1,1,1,1
328994,,,1,1,1,1
329032,1,,,,1,
329070,,,1,,1,
329101,8,3,2,2,10,5
329103,,,1,,1,
329140,1,,,,1,
329157,,,2,1,2,1
329187,,,1,1,1,1
329224,,,1,,1,
329262,,,1,1,1,1
329270,,,1,1,1,1
329326,,,1,,1,
329346,1,,,,1,
329388,3,3,3,2,6,5
329436,,,1,,1,
329451,7,6,10,3,17,9
329473,,,4,3,4,3
329526,1,1,,,1,1
329569,1224,12,109,,1333,12
329578,,,2,,2,
329599,,,2,,2,
329612,1,,,,1,
329614,1,,,,1,
329616,,,1,1,1,1
329637,2,2,,,2,2
329685,,,2,,2,
329693,,,3,1,3,1
329706,,,1,,1,
329741,1,,,,1,
329764,,,1,1,1,1
329796,,,1,1,1,1
329799,2,,,,2,
329830,24,10,,,24,10
329893,1,1,4,1,5,2
329936,1,,,,1,
329949,,,1,,1,
329950,,,1,1,1,1
329955,1,,,,1,
329959,,,1,1,1,1
329961,1,,,,1,
329964,1,,,,1,
330014,,,2,,2,
330017,4,,,,4,
330065,,,1,,1,
330074,,,1,,1,
330079,,,1,,1,
330094,,,1,,1,
330097,1,1,,,1,1
330120,,,1,1,1,1
330178,,,1,,1,
330180,,,6,,6,
330295,1,,,,1,
330299,1,,,,1,
330316,,,1,,1,
330322,1,,,,1,
330330,,,1,1,1,1
330349,,,3,2,3,2
330353,1,,,,1,
330388,,,2,,2,
330441,,,1,,1,
330454,,,1,1,1,1
330510,17,1,,,17,1
330520,,,1,,1,
330555,,,1,1,1,1
330693,2,2,1,1,3,3
330849,1,1,,,1,1
330888,1,1,,,1,1
330909,,,1,,1,
330950,7,7,,,7,7
330979,1,,,,1,
330984,1,,,,1,
330996,,,1,,1,
331006,,,1,,1,
331049,,,1,,1,
331155,,,4,4,4,4
331182,,,1,,1,
331190,3,1,,,3,1
331201,,,1,,1,
331203,,,1,1,1,1
331298,1,1,,,1,1
331319,,,1,,1,
331323,,,1,1,1,1
331341,,,1,1,1,1
331412,1,1,,,1,1
331433,1,1,,,1,1
331452,,,1,,1,
331479,1,,,,1,
331487,1,,,,1,
331524,3,3,1,1,4,4
331540,,,1,,1,
331548,6,2,,,6,2
331561,2,1,,,2,1
331572,1,,,,1,
331612,1,1,,,1,1
331617,1,,,,1,
331658,,,1,,1,
331662,2,1,,,2,1
331672,,,1,1,1,1
331690,,,1,1,1,1
331762,,,1,,1,
331893,,,1,,1,
331918,,,1,,1,
331921,,,6,5,6,5
331951,,,1,,1,
331993,1,,,,1,
331994,2,,,,2,
332042,,,1,,1,
332113,1,1,,,1,1
332136,,,1,,1,
332183,1,,,,1,
332186,,,1,,1,
332219,2,1,1,,3,1
332226,,,2,1,2,1
332289,,,5,5,5,5
332291,2,1,,,2,1
332307,,,5,,5,
332342,,,1,1,1,1
332346,,,1,,1,
332379,1,,,,1,
332416,2,1,,,2,1
332423,1,1,,,1,1
332469,,,1,1,1,1
332471,,,3,1,3,1
332514,1,,,,1,
332515,1,1,1,,2,1
332553,1,,,,1,
332554,,,1,,1,
332585,2,,,,2,
332588,,,1,1,1,1
332594,3,3,4,4,7,7
332618,,,2,,2,
332641,,,1,1,1,1
332740,,,1,,1,
332746,2,,,,2,
332883,1,,1,,2,
332910,1,,,,1,
332951,,,7,2,7,2
332993,,,1,,1,
333010,7,1,11,4,18,5
333072,1,1,,,1,1
333089,1,,,,1,
333127,,,3,3,3,3
333141,1,1,,,1,1
333179,1,,,,1,
333181,,,2,2,2,2
333238,1,1,,,1,1
333290,4,,,,4,
333325,1,1,,,1,1
333334,1,,,,1,
333373,1,1,,,1,1
333375,,,1,1,1,1
333395,3,,,,3,
333398,4,2,3,,7,2
333413,1,1,,,1,1
333462,,,1,,1,
333493,,,1,,1,
333506,1,1,,,1,1
333534,,,4,3,4,3
333597,,,1,1,1,1
333636,5,5,1,1,6,6
333658,,,1,,1,
333717,,,1,1,1,1
333718,,,2,1,2,1
333759,,,1,,1,
333863,,,5,4,5,4
333866,,,1,,1,
333900,,,1,,1,
333979,2,1,,,2,1
333996,,,1,1,1,1
334013,3,,,,3,
334028,1,1,,,1,1
334102,49,1,,,49,1
334106,,,1,1,1,1
334244,,,2,,2,
334252,1,1,,,1,1
334310,,,1,1,1,1
334363,,,1,,1,
334368,,,1,1,1,1
334399,,,1,,1,
334424,,,1,,1,
334485,1,,,,1,
334556,3,,,,3,
334563,,,4,,4,
334644,,,1,,1,
334684,,,1,1,1,1
334698,1,1,,,1,1
334723,,,1,,1,
334807,,,1,1,1,1
334808,,,6,6,6,6
334816,,,1,1,1,1
334876,,,6,,6,
334941,24,2,1,,25,2
334970,1,1,,,1,1
334976,,,1,,1,
334989,1,1,4,4,5,5
335078,1,,,,1,
335102,,,1,1,1,1
335110,1,,,,1,
335119,28,2,21,5,49,7
335123,1,,,,1,
335150,3,1,,,3,1
335155,1,1,,,1,1
335168,3,3,,,3,3
335176,2,1,3,3,5,4
335213,1,,,,1,
335249,,,1,,1,
335285,12,2,,,12,2
335302,,,1,1,1,1
335364,,,1,,1,
335369,4,3,,,4,3
335383,,,1,,1,
335384,,,1,,1,
335389,,,1,1,1,1
335390,1,,,,1,
335449,,,3,2,3,2
335460,1,1,,,1,1
335484,,,2,2,2,2
335487,,,1,,1,
335497,1,1,,,1,1
335508,1,1,,,1,1
335514,,,1,1,1,1
335529,,,5,,5,
335543,1,1,,,1,1
335561,,,1,1,1,1
335562,1,,1,,2,
335563,5,1,,,5,1
335611,2,2,,,2,2
335647,1,1,,,1,1
335653,1,,,,1,
335697,,,1,1,1,1
335702,,,1,1,1,1
335713,1,1,1,1,2,2
335727,2,,,,2,
335740,1,1,,,1,1
335754,,,1,1,1,1
335810,,,1,,1,
335811,,,1,,1,
335823,,,1,1,1,1
335839,1,1,,,1,1
335876,9,,,,9,
335882,1,1,,,1,1
335902,,,1,1,1,1
335912,1,1,,,1,1
335936,,,1,,1,
335946,,,2,1,2,1
335959,,,1,1,1,1
335960,,,1,,1,
335984,4,1,,,4,1
336057,2,1,,,2,1
336093,2,2,,,2,2
336108,,,1,1,1,1
336138,1,,,,1,
336146,,,1,1,1,1
336152,,,3,,3,
336178,1,1,,,1,1
336202,1,,,,1,
336223,1,,,,1,
336275,10,4,3,1,13,5
336298,1,,,,1,
336319,,,1,,1,
336323,1,1,,,1,1
336380,1,1,,,1,1
336381,1,,,,1,
336384,,,3,,3,
336386,,,1,1,1,1
336482,,,1,1,1,1
336490,,,1,1,1,1
336493,14,4,,,14,4
336499,,,1,1,1,1
336508,,,1,,1,
336526,1,,,,1,
336572,,,3,,3,
336642,2,2,,,2,2
336656,,,1,,1,
336735,,,1,1,1,1
336737,,,3,3,3,3
336794,1,1,,,1,1
336816,,,4,4,4,4
336829,,,1,1,1,1
336837,1,1,,,1,1
336855,,,1,1,1,1
336888,,,1,1,1,1
337096,,,1,,1,
337161,,,1,1,1,1
337166,1,,,,1,
337203,1,1,,,1,1
337240,,,3,3,3,3
337259,,,9,5,9,5
337271,3,1,,,3,1
337289,1,1,,,1,1
337307,,,1,1,1,1
337340,1,,,,1,
337401,,,1,,1,
337486,1,1,1,,2,1
337521,,,1,,1,
337612,,,3,2,3,2
337652,,,1,,1,
337709,,,1,,1,
337730,1,1,,,1,1
337751,1,,,,1,
337755,1,1,,,1,1
337800,5,1,,,5,1
337827,,,2,1,2,1
337838,4,4,,,4,4
337861,1,,,,1,
337887,11,1,,,11,1
337943,,,1,,1,
337978,,,2,2,2,2
338008,1,,,,1,
338030,3,2,6,2,9,4
338056,1,1,1,1,2,2
338078,1,,,,1,
338107,,,7,2,7,2
338122,,,3,1,3,1
338155,2,1,,,2,1
338156,,,1,1,1,1
338242,8,5,2,1,10,6
338248,,,1,,1,
338302,,,2,,2,
338315,14,5,,,14,5
338322,,,2,2,2,2
338364,,,1,1,1,1
338427,,,1,1,1,1
338486,1,,,,1,
338501,3,,17,1,20,1
338512,,,1,1,1,1
338515,1,1,,,1,1
338540,1,,,,1,
338547,,,1,1,1,1
338584,1,1,1,,2,1
338594,,,1,,1,
338623,1,1,,,1,1
338702,,,1,1,1,1
338722,,,5,3,5,3
338769,,,1,,1,
338778,,,1,1,1,1
338780,,,2,,2,
338828,,,1,1,1,1
338835,,,1,,1,
338841,,,1,1,1,1
338878,1,1,,,1,1
338880,1,1,1,1,2,2
338882,,,1,,1,
338917,,,2,1,2,1
338931,,,5,3,5,3
338945,1,,,,1,
338954,1,,,,1,
339039,,,1,,1,
339043,,,1,,1,
339078,,,1,,1,
339088,,,4,3,4,3
339108,1,,,,1,
339139,1,1,1,1,2,2
339141,1,1,2,1,3,2
339159,,,1,1,1,1
339193,,,8,3,8,3
339234,1,,,,1,
339255,,,1,1,1,1
339284,1,,,,1,
339317,1,1,,,1,1
339322,,,1,,1,
339334,,,1,1,1,1
339336,,,4,,4,
339345,,,4,,4,
339361,,,1,,1,
339364,3,3,,,3,3
339452,,,1,1,1,1
339478,,,1,,1,
339495,,,1,,1,
339514,1,,,,1,
339516,2,1,,,2,1
339520,1,,,,1,
339542,,,4,,4,
339593,,,9,1,9,1
339668,1,1,,,1,1
339671,,,3,1,3,1
339703,,,1,,1,
339713,1,,,,1,
339789,2,2,,,2,2
339802,5,,,,5,
339816,,,1,,1,
339822,,,1,,1,
339846,,,1,,1,
339850,,,1,,1,
339851,,,1,,1,
339886,,,4,3,4,3
339950,1,,,,1,
340016,1,,,,1,
340034,,,2,,2,
340038,,,1,1,1,1
340097,,,1,1,1,1
340174,1,,,,1,
340208,,,1,,1,
340232,,,8,1,8,1
340249,,,2,2,2,2
340251,,,2,2,2,2
340275,2,,,,2,
340291,,,1,1,1,1
340333,2,2,,,2,2
340359,,,1,1,1,1
340377,1,,,,1,
340412,1,1,,,1,1
340433,1,1,,,1,1
340444,1,,,,1,
340491,4,,1,,5,
340529,,,1,1,1,1
340566,7,,,,7,
340594,,,1,1,1,1
340661,8,,,,8,
340694,,,1,,1,
340842,,,1,1,1,1
340851,,,1,,1,
340863,1,,,,1,
340884,,,1,,1,
340893,1,1,,,1,1
340897,4,4,,,4,4
340905,,,1,,1,
340910,1,1,,,1,1
340997,1,1,1,,2,1
341051,,,1,1,1,1
341067,1,1,,,1,1
341072,,,1,1,1,1
341166,,,2,1,2,1
341169,,,4,1,4,1
341216,,,5,5,5,5
341339,1,,,,1,
341341,,,1,,1,
341358,,,1,,1,
341363,,,1,,1,
341375,1,1,,,1,1
341382,,,2,2,2,2
341417,,,1,,1,
341442,1,,,,1,
341451,1,1,1,,2,1
341471,,,1,,1,
341481,,,4,4,4,4
341526,,,1,,1,
341553,1,,,,1,
341555,,,1,1,1,1
341581,1,,,,1,
341585,1,,,,1,
341625,2,2,,,2,2
341630,,,1,,1,
341631,,,1,,1,
341645,,,2,,2,
341694,,,1,1,1,1
341713,,,1,,1,
341760,1,,,,1,
341865,1,1,,,1,1
341918,,,1,,1,
341993,,,1,,1,
342028,,,1,,1,
342093,1,,,,1,
342096,,,2,2,2,2
342102,,,1,1,1,1
342149,,,1,1,1,1
342208,,,3,3,3,3
342331,1,,,,1,
342335,,,1,1,1,1
342399,2,,,,2,
342420,1,,,,1,
342433,5,5,,,5,5
342440,1,1,,,1,1
342456,6,,,,6,
342514,,,38,27,38,27
342530,1,1,1,1,2,2
342541,,,1,1,1,1
342549,1,,,,1,
342566,,,1,,1,
342582,,,2,1,2,1
342602,,,1,,1,
342612,,,1,,1,
342626,,,1,,1,
342739,1,1,,,1,1
342805,,,6,1,6,1
342820,,,49,30,49,30
342842,1,,,,1,
